text,positive
컴퍼니NNG 수제NNG 맥주NNG 회사NNG 모아VV 빨간VA 출시NNG ,1
안락사NNG 논란NNG 케어NNG 대표NNG 폭언NNG 일방NNG 구조NNG 조정NNG ,-1
지진NNG 오후NNG 동남동NNG 지역NNG 규모NNG 국내NNG 영향NNG 없VA ,0
징역NNG 불법NNG 개입NNG 명분NNG 허용NNG 돼VV ,-1
도도NNG 맘NNG 다리NNG 떨VV 주부NNG 혐의NNG 기소NNG ,-1
폴NNG 더블NNG 시대NNG 열리VV 중NNG 한판NNG 승부NNG ,1
비행기NNG ,0
지진NNG 쓰VV 우려NNG 없VA ,0
유료NNG 방송NNG 품VV ,1
문NNG 대통령NNG 모디NNG 총리NNG 타워NNG 만찬NNG 만나VV 기뻐VA ,1
불법NNG 반출NNG 유물NNG 반환NNG ,1
만든VV 우정NNG ,1
케이블카NNG 타VV 스키NNG ,1
생산NNG 기술NNG 부문NNG 담당NNG 사장NNG 선임NNG ,1
입시NNG 이번NNG 음악NNG 변신NNG ,1
예보NNG 금융NNG 이주NNG 여성NNG 가족NNG 초청NNG 행사NNG ,1
대형가NNG 맹점NNG 수수료NNG 고통NNG 분담NNG 요구NNG 카드NNG 사VV ,-1
미터기NNG 바꾸VV 택시NNG 요금NNG 인상NNG 카드NNG 찍VV 돈NNG 내VV 황당XR ,-1
시나이반도NNG 무장NNG 괴한NNG 공격NNG 군인NNG 사상NNG 배후NNG ,-1
무색XR 법망NNG 안내견NNG 돼VV 공공시설NNG 출입NNG 거부NNG ,-1
외교NNG 장관NNG 영토NNG 협상NNG 진전NNG 봐VV ,0
오늘NNG 날씨NNG ,0
역사NNG 현장NNG 전일NNG 빌딩NNG 시민NNG 참여NNG 공간NNG ,1
날씨NNG 밤NNG 곳곳NNG 탁한VA 공기NNG 저녁NNG 남부NNG 비NNG ,0
외무NNG 장관NNG 겸임NNG 양보NNG 대행NNG 임명NNG ,0
대표NNG 폭행NNG 의도NNG 없VA 혐의NNG 부인NNG 대질NNG 신문NNG 가능NNG ,0
오후NNG 수도NNG 최대NNG 폭설NNG 예보NNG ,0
의원NNG 시민NNG 세금NNG 가족NNG 사VV 곳NNG 연수NNG 허위NNG 보VV ,0
녹지NNG 국제NNG 병원NNG 내국NNG 진료NNG ,-1
태양NNG 잠든VV 후배NNG 도전NNG 계속NNG ,0
돌봄VV 센터NNG 자치NNG 구서NNG 첫선NNG ,1
상가NNG 임대차NNG 분쟁NNG 늘VV ,-1
해운대NNG 교통사고NNG 차량NNG 치여VV 할머니NNG 사망NNG ,-1
기업NNG 의존NNG 돼VV 독자NNG 기술NNG 살아남VV 日NNG ,1
사퇴NNG 백악관NNG 근처NNG 뿌려진VV 가짜NNG 신문NNG ,-1
트랙NNG 협의NNG 돌입NNG 쯤NNG 의제NNG 협상NNG 재개NNG ,0
폴NNG 더블NNG 폰NNG 공개NNG 앞두VV 접VV 기술NNG 특허NNG 갱신NNG ,1
마음NNG 착잡XR 택시NNG 기사NNG 막힌VV 카풀NNG 서비스NNG 갈등NNG ,-1
등산객NNG 추락NNG 숨져VV ,-1
워킹NNG 맘NNG 고민NNG 결사NNG 나선VV ,1
청년NNG 가VV ,1
전기NNG 이륜NNG 민간NNG 보급NNG ,1
산림청NNG 산림NNG 훼손NNG 복원NNG ,1
공원NNG 한복NNG 입기NNG 체험NNG 프로그램NNG ,1
부유세NNG 지피NNG 대선NNG 주자NNG 찬성NNG 여론NNG ,1
차단NNG 정책NNG 반대NNG 국민NNG 청원NNG 이르VV ,1
수입NNG 돼지고기NNG 급증NNG 도매가격NNG 최저NNG 수준NNG ,1
오늘NNG 인사NNG ,0
오늘NNG 부고NNG ,0
상가NNG 주택NNG 임대차NNG 상담NNG 전화NNG 운영NNG ,1
알림VV 포럼NNG 시작NNG 해VV ,0
車NNG 정기NNG 생산직NNG 채용NNG 절차NNG 중단NNG 인건비NNG 부담NNG ,-1
형NNG 살린VV 수혈NNG 감사NNG 보은NNG 헌혈NNG ,1
날조NNG 주장NNG 日NNG 역사NNG 학자NNG 별세NNG ,0
인사NNG 병무청NNG ,0
영업NNG 왕NNG 판매량NNG 넘겼VV ,1
용기NNG 있VV 바보NNG 잊VV ,0
부고NNG 별세NNG ,0
교사NNG 자녀NNG 같VA 학교NNG 다녀VV 교육청NNG 난색NNG ,0
전세NNG 자금NNG 대출NNG 받VV 때NNG 반환NNG 보증NNG 가입NNG 안심NNG ,0
여야NNG 방미NNG 귀국NNG 했VV 국회NNG 정상NNG 난망NNG 종합NNG ,0
초계기NNG 위협NNG 뒤NNG 숨겨진VV 정부NNG 속셈NNG ,0
가상화폐NNG 뉴스NNG 질NNG ,0
선전NNG 매체NNG 메아리NNG 관계NNG 대전환NNG 가능NNG ,0
원NNG 의료비NNG 청구NNG 병원NNG 진료비NNG 확인NNG ,0
국방NNG 특임NNG 장관NNG 회담NNG 방산NNG 협력NNG 논의NNG 종합NNG ,0
北NNG 매체NNG 관계NNG 대전환NNG 강조NNG ,0
봄NNG 화려XR ,1
청년NNG 신혼NNG 부부NNG 위한VV 매입NNG 전세NNG 임대NNG 주택NNG 문턱NNG 낮췄VV ,1
입주NNG 지났VV 취득세NNG 날벼락NNG ,-1
다큐멘터리NNG 부선NNG 전포NNG 카페NNG 거리NNG 가VV 위해VV ,1
日NNG 납치NNG 피해자NNG 가족NNG 위원장NNG 일괄NNG 귀국NNG 호소NNG 메시지NNG ,0
공개NNG 최고위NNG 열VV 보선NNG 공천NNG 논의NNG ,0
취재진NNG 관심NNG 받VV 행보NNG ,0
의원NNG 차별NNG 대안NNG 될VV 없VA ,0
파리VV 때NNG 투하NNG 불발탄NNG 발견NNG ,0
文NNG 대통령NNG 투병NNG 기자NNG 문병NNG 소득NNG 주도NNG 성장NNG 확고XR ,1
시장NNG 망언NNG 사과NNG ,-1
오감NNG 만족NNG 그림NNG 관광지NNG 도로NNG 매력NNG 알려VV ,1
국정NNG 농단NNG 실NNG 대법NNG 전원NNG 합의NNG 체서NNG 심리NNG ,-1
앵커NNG 눈NNG 파업NNG 끝NNG 났VV 소송NNG 가압류NNG 고통NNG 진행형NNG ,-1
응급NNG 의료NNG 헌신NNG 윤NNG 인상NNG ,1
생활NNG 달인NNG 호떡NNG 참빗NNG 비빔국수NNG 집합NNG ,0
인권NNG 폭력NNG 성폭력NNG 얼룩진VV 선수촌NNG 변화NNG 예고NNG ,1
학기NNG 앞두VV 폐원NNG 통보NNG 철회NNG 학부모NNG 불안NNG ,-1
분리NNG 독립NNG 논쟁NNG ,-1
청소년NNG 합창단NNG 교향악단NNG 단원NNG 모집NNG ,0
해외NNG 여행NNG 작가NNG 명예NNG 홍보NNG 대사NNG 위촉NNG ,0
답답XR 잡VV 없VA 권한NNG 금연NNG 구역NNG 단속NNG 공무원NNG ,-1
카풀NNG 반대NNG 택시NNG 기사NNG 분신NNG 대타협NNG 기구NNG 항의NNG ,-1
제재NNG 우회NNG 뚫VV 안간힘NNG ,0
부평NNG 인근NNG 추돌NNG 사고NNG ,0
도시NNG 주택NNG 국NNG 주요NNG 업무NNG 추진NNG 계획NNG 발표NNG ,1
부모NNG 비염NNG 환자NNG 男NNG 초등NNG 여학생NNG 걸릴VV 확률NNG 높VA ,0
앵커NNG 눈NNG 룰NNG 버티VV 응급NNG 응급실NNG ,-1
문인NNG 풍류지NNG 폐가NNG 바위NNG 글씨NNG ,0
연구NNG 개발NNG 서명NNG ,1
시장NNG 상인NNG 경찰NNG 편파NNG 수사NNG 중단NNG ,-1
국회NNG 앞NNG 분신NNG 추정NNG 택시NNG 화재NNG ,0
당NNG 몫NNG 거부NNG 靑NNG 제척NNG 사유NNG 있VV 묻VV ,0
가수NNG 최초NNG 그래미NNG 무대NNG 수상자NNG 돌아오VV ,1
원NNG 빌려VV 하루NNG 이자NNG 성매매NNG 강요NNG 조폭NNG ,-1
부고NNG 별세NNG 外NNG ,0
생활NNG 달인NNG 참빗NNG 가족NNG 달NNG 어온NNG 놀라운VA 손놀림NNG 위치NNG ,0
중국인NNG 톱NNG 여행지NNG 진입NNG 중NNG 소비NNG 화세NNG ,1
재판NNG 첩첩산중NNG 제척NNG 사유NNG 없VA 재판부NNG 찾VV ,-1
몰VV 경차NNG 가로수NNG 충돌NNG 동네NNG 노인NNG 사상NNG ,-1
대출NNG 높VA 예금NNG 낮VA 격차NNG 최대NNG ,-1
게임NNG 사망NNG 유가족NNG 직원NNG 골든NNG 타임NNG 놓쳐VV ,-1
논란NNG 금지령NNG 예고NNG ,-1
대법원장NNG 법정NNG 선다VV 범죄NNG 혐의NNG ,-1
수소NNG 차NNG 충전NNG 국회NNG 물꼬NNG 튼VV 규제NNG 특례NNG ,1
청년NNG 햇살NNG 기금NNG 고갈NNG 서민NNG 금융NNG 공급NNG 중단NNG 우려NNG ,-1
중NNG 전쟁NNG 수혜자NNG ,1
시원XR 스쿨NNG 랩NNG 한정NNG 더블NNG 이벤트NNG 수강NNG 기간NNG 연장NNG ,1
공정NNG 위원장NNG 경제NNG 민주NNG 실패NNG 성찰NNG 필요NNG 재벌NNG 개혁NNG 과거NNG 방식NNG 돼VV ,-1
문NNG 대통령NNG 구제역NNG 국민NNG 안전NNG 챙긴VV 공직자NNG 감사NNG 희망찬VA 봄NNG 맞VV ,1
자동NNG 전부NNG 기술NNG 개발NNG 투자NNG ,1
자막NNG 뉴스NNG 단독NNG 달력NNG 선물NNG 돼지고기NNG 떡국NNG 북녘NNG 설NNG 풍경NNG ,0

특별NNG 정상NNG 회의NNG 트럼프NNG 참석NNG ,0
소재NNG 묘NNG 이번NNG 망치NNG 테러NNG 명판NNG 이름NNG 훼손NNG 발견NNG ,-1
날씨NNG 포근XR 낮NNG 추워져VA 오전NNG 곳곳NNG 눈NNG 비NNG ,0
공장NNG 생산NNG 쑥NNG 불량NNG 뚝NNG ,1
넘VV 상습NNG 성폭행NNG 기소NNG 의견NNG 검찰NNG 송치NNG ,-1
美NNG 전자NNG 담배NNG 폭발NNG 사망NNG 파편NNG 경동맥NNG 파열NNG ,-1
증가NNG 치매NNG 전조NNG 증상NNG 경도NNG 장애NNG 조기NNG 발견NNG 중요NNG ,0
최악NNG 미세먼지NNG 국외NNG 영향NNG ,0
법NNG 설NNG 연휴NNG 음주NNG 적발NNG 넘VV ,-1
부음NNG 안일NNG 별세NNG ,0
항소심NNG 유죄NNG 환영NNG 수많VA 연대NNG ,1
앵커NNG 시선NNG 대통령NNG 딸NNG ,0
손NNG 보NNG 인수NNG 전NNG 금융NNG 참여NNG 불참NNG ,1
핵보유국NNG 회의NNG 개막NNG 비핵화NNG 논의NNG 가능NNG ,1
차NNG 차기NNG 사장NNG 부사장NNG 내정NNG ,0
만난VV 혁신NNG 성장NNG 일자리NNG 창출NNG 큰VA 역할NNG ,1
생로병사NNG 비밀NNG 쉬쉬XR 키운VV 고통NNG 배뇨NNG 장애NNG 원인NNG 예방법NNG 치료법NNG ,0
산다VV ,1
금속NNG 노조NNG 형NNG 일자리NNG 과잉NNG 설비NNG 투자NNG ,-1
총리NNG 기술NNG 연구소NNG 방문NNG ,1
브리핑NNG 실형NNG 법정NNG 구속NNG 당선NNG 무효NNG 위기NNG ,-1
노리NNG 새것NNG 되살린VV 올VV 쇼NNG 케이스NNG ,1
대표NNG 접촉NNG 사고NNG 운전자NNG 여성NNG 동승자NNG 있VV ,-1
주거NNG 비닐하우스NNG 불NNG 사망NNG 친구NNG 중태NNG 종합NNG ,-1
착용NNG 아디NNG 다스NNG 익VV 빗NNG 출시NNG ,1
대학원NNG 유치NNG 나선다VV ,1
기자NNG 뽑VV 올해NNG 차NNG 만점NNG ,1
토지NNG 보상금NNG 최대NNG 규모NNG 집값NNG 안정NNG 복병NNG 우려NNG ,0
음주NNG 단속NNG 피하VV 질풍NNG 도주NNG 적발NNG ,-1
오늘NNG ,0
물NNG 마시VV 감독NNG ,0
마약NNG 조직NNG 노린다VV 적발NNG 급증NNG ,-1
직업NNG 계고NNG 취업률NNG 공공NNG 부문NNG 고졸XR 채용NNG 확대NNG ,1
공공NNG 부문NNG 비정규직NNG 정규직NNG 전환NNG 명NNG ,1
세계NNG 통사NNG 장비NNG 사용NNG 중단NNG ,-1
체육계NNG 비리NNG 이상NNG 용납NNG 없VA 정부NNG 대책NNG 발표NNG ,1
단독NNG 공공NNG 기관NNG 최종NNG 면접NNG 도중NNG 무효NNG 통보NNG 논술NNG 결과NNG 뒤바뀌VV ,-1
프리랜서NNG 기자NNG 폭행NNG 공갈NNG 혐의NNG 맞고소NNG ,-1
그라운드NNG 스포츠NNG 프로NNG 팀NNG 선수NNG 지원NNG 정책NNG 발표NNG ,1
외식NNG 매장NNG 설NNG 연휴NNG 맞VV 다양XR 프로모션NNG 펼쳐VV ,1
단독NNG 앵커NNG 눈NNG 석탄NNG 가격NNG 올려VV 미세먼지NNG 감축NNG 시나리오NNG 분석NNG ,0
탈당NNG 의혹NNG 제기NNG 언론사NNG 고소NNG ,-1
대표NNG 실무NNG 협상NNG 시작NNG ,1
행복NNG 속NNG 길NNG 연다VV 연구소NNG 출범NNG ,1
종시NNG 거리NNG 쓰레기통NNG 부활NNG 승강장NNG 배치NNG ,1
공항NNG 개장NNG 후NNG 발길NNG ,1
北NNG 예술단NNG 이끌VV 방중NNG ,1
비VV 줄다리기NNG 시작NNG 대화NNG 공개NNG 참여NNG ,1
법원NNG 권현NNG 망NNG 선단NNG 밴댕이NNG 포획NNG 무죄NNG 판결NNG 업계NNG 규제NNG 완화NNG 서둘러야VV ,-1
여성NNG 절반NNG 사회NNG 불안NNG 女NNG 범죄NNG 호소NNG ,-1
단독NNG 청NNG 고용NNG 노동NNG 비서관NNG 조성NNG 내정NNG ,0
다음NNG 주NNG 브리핑NNG 댓글NNG 조작NNG 공모NNG 인정NNG 드루NNG 선고NNG ,0
최악NNG 견뎌VV 겨울NNG 바다NNG 담금질NNG ,0
드라마NNG 남자NNG 친구NNG 속NNG 커피NNG 딸기NNG 베NNG 등장NNG ,0
시그널NNG 칼NNG 빼든VV 평가NNG 자산NNG 매각NNG 적자NNG 사업NNG 부NNG 정리NNG ,-1
美NNG 고교NNG 참전NNG 용사NNG 장벽NNG 세우VV 모욕NNG ,-1
참사NNG 되풀이NNG 된다VV 개발NNG 재검토NNG ,1
신NNG 직장NNG 공공NNG 기관NNG 공채NNG 스타트NNG ,1
단독NNG 당시NNG 본행NNG 한국인NNG 난민NNG 증거NNG 영상NNG 최초NNG 발굴NNG ,-1
수주NNG 공시NNG 5GSL 이동NNG 통신NNG, 1






